target,tf,weight,iteration
EBF1,APEX1,0.0,0
PAX5,APEX1,0.0,0
NQO1,APEX1,0.057623662,0
IFIT2,APEX1,0.0,0
GATA3,APEX1,0.0,0
GAS1,APEX1,0.0,0
SLC19A2,APEX1,0.0,0
EIF2AK2,APEX1,0.0,0
DMD,APEX1,0.0,0
DNASE1,APEX1,0.0,0
PRKCA,APEX1,0.0,0
MDM2,APEX1,0.0,0
FAS,APEX1,0.0,0
CA2,APEX1,0.057472445,0
IL2RA,APEX1,0.0,0
HDC,APEX1,0.0,0
PIM1,APEX1,0.0,0
SPP1,APEX1,0.0,0
CCND3,APEX1,0.0,0
TRH,APEX1,0.0,0
LAT,APEX1,0.0,0
CASP8,APEX1,0.0,0
ERAP1,APEX1,0.0,0
PLAUR,APEX1,0.0,0
CD8A,APEX1,0.0,0
TIMP1,APEX1,0.0,0
HHEX,APEX1,0.05991663,0
CSF2,APEX1,0.0,0
ABCC2,APEX1,0.0,0
IL1RN,APEX1,0.0,0
ABCB1,APEX1,0.057941306,0
SREBF1,APEX1,0.0,0
TNFSF10,APEX1,0.0,0
PIAS1,APEX1,0.0,0
IL12RB1,APEX1,0.0,0
CD79A,APEX1,0.0,0
MAP2K5,APEX1,0.0,0
TP53,APEX1,0.0,0
ITGA2B,APEX1,0.0,0
IGFBP3,APEX1,0.0,0
CSF1,APEX1,0.0,0
HSPA5,APEX1,0.0,0
HPS4,APEX1,0.0,0
FSD1,APEX1,0.0,0
HIF1A,APEX1,0.0,0
GSC,APEX1,0.0,0
IGBP1,APEX1,0.0,0
LITAF,APEX1,0.0,0
NEU1,APEX1,0.0,0
IL2RB,APEX1,0.0,0
RRAD,APEX1,0.0,0
PNP,APEX1,0.0,0
STAT4,APEX1,0.0,0
TBX21,APEX1,0.0,0
NCOA3,APEX1,0.0,0
ADA,APEX1,0.0,0
IER3,APEX1,0.0,0
APOE,APEX1,0.0,0
IL19,APEX1,0.0,0
CD3E,APEX1,0.0,0
CD69,APEX1,0.0,0
FGL2,APEX1,0.0,0
STMN1,APEX1,0.0,0
PROS1,APEX1,0.0,0
ACTA2,APEX1,0.0,0
ACO1,APEX1,0.0,0
IL18R1,APEX1,0.0,0
LEFTY1,APEX1,0.0,0
RUNX3,APEX1,0.0,0
GATA2,APEX1,0.0,0
CNR1,APEX1,0.0,0
CCL19,APEX1,0.0,0
FOXP3,APEX1,0.0,0
CXCL11,APEX1,0.0,0
LIG3,APEX1,0.060137656,0
POLD1,APEX1,0.057379413,0
IRF3,APEX1,0.0,0
HSD17B1,APEX1,0.0,0
GZMB,APEX1,0.0,0
CCL23,APEX1,0.0,0
CD74,APEX1,0.0,0
CDK6,APEX1,0.0,0
ANXA1,APEX1,0.0,0
TLR7,APEX1,0.0,0
IL27,APEX1,0.0,0
HES6,APEX1,0.0,0
PLEK,APEX1,0.0,0
CHRNA1,APEX1,0.0,0
CD46,APEX1,0.0,0
POLR2K,APEX1,0.0,0
CD38,APEX1,0.0,0
UCP2,APEX1,0.0,0
TNFSF14,APEX1,0.0,0
MDC1,APEX1,0.0,0
PFN1,APEX1,0.0,0
CDKN2C,APEX1,0.0,0
RGCC,APEX1,0.0,0
TNFSF13B,APEX1,0.0,0
HSPA8,APEX1,0.0,0
HSPA1A,APEX1,0.0,0
CITED2,APEX1,0.0,0
CD55,APEX1,0.0,0
ANGPT1,APEX1,0.0,0
MYH10,APEX1,0.0,0
HCFC1,APEX1,0.0,0
AURKA,APEX1,0.0,0
LGALS3BP,APEX1,0.0,0
TBK1,APEX1,0.0,0
FHL2,APEX1,0.0,0
MTF2,APEX1,0.0,0
ID2,APEX1,0.0,0
SLC39A4,APEX1,0.0,0
IL23A,APEX1,0.0,0
REL,APEX1,0.0,0
LCN2,APEX1,0.0,0
SLC22A17,APEX1,0.0,0
CXCL10,APEX1,0.0,0
CD200,APEX1,0.0,0
LPIN1,APEX1,0.0,0
CD6,APEX1,0.0,0
SOD2,APEX1,0.0,0
GFI1,APEX1,0.0,0
VCAM1,APEX1,0.0,0
S100A8,APEX1,0.0,0
DHX9,APEX1,0.0,0
SOCS2,APEX1,0.0,0
FANCF,APEX1,0.0,0
NFATC1,APEX1,0.0,0
PDGFD,APEX1,0.0,0
FAIM,APEX1,0.0,0
BBC3,APEX1,0.0,0
AATF,APEX1,0.0,0
NUCB2,APEX1,0.0,0
FLT3LG,APEX1,0.0,0
MLC1,APEX1,0.0,0
BIRC2,APEX1,0.0,0
FSCN1,APEX1,0.0,0
IFIT3,APEX1,0.0,0
IRS1,APEX1,0.0,0
NR3C1,APEX1,0.0,0
ALOX12,APEX1,0.0,0
EDN1,APEX1,0.0,0
RSAD2,APEX1,0.0,0
SNW1,APEX1,0.0,0
NFE2,APEX1,0.0,0
DUSP1,APEX1,0.0,0
LTB4R,APEX1,0.0,0
SKP2,APEX1,0.0,0
AKAP12,APEX1,0.0,0
TRIM22,APEX1,0.0,0
RHOH,APEX1,0.0,0
MYL9,APEX1,0.0,0
GNLY,APEX1,0.0,0
RBPJ,APEX1,0.0,0
DLD,APEX1,0.0,0
TOE1,APEX1,0.0,0
UBE2G1,APEX1,0.0,0
IFI30,APEX1,0.0,0
KIT,APEX1,0.0,0
APOBEC3G,APEX1,0.0,0
PF4,APEX1,0.0,0
SLC9A3R1,APEX1,0.0,0
SPG7,APEX1,0.0,0
PRKCQ,APEX1,0.0,0
SNCA,APEX1,0.0,0
BATF,APEX1,0.0,0
MAD1L1,APEX1,0.0,0
IL24,APEX1,0.0,0
TFRC,APEX1,0.0,0
CXCR4,APEX1,0.0,0
CTLA4,APEX1,0.0,0
QPCT,APEX1,0.0,0
IFITM3,APEX1,0.0,0
CD207,APEX1,0.0,0
TICAM1,APEX1,0.0,0
CAV1,APEX1,0.0,0
KPNA2,APEX1,0.0,0
FOXO1,APEX1,0.0,0
ICOS,APEX1,0.0,0
PMAIP1,APEX1,0.0,0
GADD45A,APEX1,0.0,0
C1QB,APEX1,0.0,0
GATA1,APEX1,0.0,0
MCF2L2,APEX1,0.0,0
HES1,APEX1,0.0,0
NFATC2,APEX1,0.0,0
IFNAR1,APEX1,0.0,0
PRKCH,APEX1,0.0,0
SMARCA2,APEX1,0.0,0
FKBP4,APEX1,0.0,0
DLK2,APEX1,0.0,0
CCL20,APEX1,0.0,0
RARA,APEX1,0.0,0
NT5E,APEX1,0.0,0
IDO1,APEX1,0.0,0
GLS,APEX1,0.0,0
IKZF1,APEX1,0.0,0
ASXL1,APEX1,0.0,0
KRT1,APEX1,0.0,0
RASD1,APEX1,0.0,0
TNFAIP6,APEX1,0.0,0
S100A4,APEX1,0.0,0
EHMT2,APEX1,0.0,0
MKI67,APEX1,0.0,0
S100A9,APEX1,0.0,0
CXCL2,APEX1,0.0,0
PDCD1,APEX1,0.0,0
MYL4,APEX1,0.0,0
SELL,APEX1,0.0,0
CXCR6,APEX1,0.0,0
SFMBT1,APEX1,0.0,0
CDK8,APEX1,0.0,0
SOD1,APEX1,0.0,0
MCAT,APEX1,0.0,0
PTTG1,APEX1,0.0,0
EZH2,APEX1,0.0,0
DAPK1,APEX1,0.0,0
ORMDL3,APEX1,0.0,0
NME1,APEX1,0.0,0
REST,APEX1,0.0,0
GADD45G,APEX1,0.0,0
OPTN,APEX1,0.0,0
RECK,APEX1,0.0,0
IRF9,APEX1,0.0,0
GADD45B,APEX1,0.0,0
EOMES,APEX1,0.0,0
TERF1,APEX1,0.0,0
MIF,APEX1,0.0,0
DPF3,APEX1,0.0,0
FTO,APEX1,0.0,0
S100A11,APEX1,0.0,0
LEF1,APEX1,0.0,0
CLU,APEX1,0.0,0
LAT2,APEX1,0.0,0
ZBTB20,APEX1,0.0,0
ARID5A,APEX1,0.0,0
BCL2L11,APEX1,0.0,0
PRKCE,APEX1,0.0,0
KLRK1,APEX1,0.0,0
HSD17B8,APEX1,0.0,0
PARK7,APEX1,0.0,0
GBP1,APEX1,0.0,0
FASTK,APEX1,0.0,0
CYBB,APEX1,0.0,0
IL4R,APEX1,0.0,0
MGMT,APEX1,0.059717793,0
MPG,APEX1,0.059028506,0
POLB,APEX1,0.05875526,0
PLAU,APEX1,0.0,0
SLC2A1,APEX1,0.0,0
LTA,APEX1,0.0,0
RANBP2,APEX1,0.0,0
BLMH,APEX1,0.0,0
GMPS,APEX1,0.0,0
ATF4,APEX1,0.0,0
ERAP2,APEX1,0.0,0
POLH,APEX1,0.0,0
PURA,APEX1,0.0,0
MS4A1,APEX1,0.0,0
SP100,APEX1,0.0,0
CD14,APEX1,0.0,0
THBD,APEX1,0.0,0
GP1BA,APEX1,0.0,0
ITGB2,APEX1,0.0,0
MAD2L1,APEX1,0.0,0
PIK3CD,APEX1,0.0,0
ITGA6,APEX1,0.0,0
APP,APEX1,0.0,0
CCR1,APEX1,0.0,0
CD22,APEX1,0.0,0
CD40LG,APEX1,0.0,0
CTSL,APEX1,0.0,0
HMOX1,APEX1,0.0,0
RCAN1,APEX1,0.0,0
CSRP1,APEX1,0.0,0
DDIT3,APEX1,0.0,0
F2R,APEX1,0.0,0
HSPB1,APEX1,0.0,0
S1PR1,APEX1,0.0,0
CYSLTR1,APEX1,0.0,0
SIDT1,APEX1,0.0,0
EIF5B,APEX1,0.0,0
IDE,APEX1,0.0,0
IL6ST,APEX1,0.0,0
MBD1,APEX1,0.0,0
PTGER4,APEX1,0.0,0
RNF149,APEX1,0.0,0
XBP1,APEX1,0.0,0
FOXJ1,APEX1,0.0,0
CHORDC1,APEX1,0.0,0
GLUL,APEX1,0.0,0
GRK5,APEX1,0.0,0
RGS16,APEX1,0.0,0
SSR3,APEX1,0.0,0
TXNRD3,APEX1,0.0,0
IFI6,APEX1,0.0,0
IFITM1,APEX1,0.0,0
ISG20,APEX1,0.0,0
GBP5,APEX1,0.0,0
ADAM10,APEX1,0.0,0
PIM2,APEX1,0.0,0
DNMT3A,APEX1,0.0,0
HBA2,APEX1,0.0,0
HSPA1B,APEX1,0.0,0
CASP3,APEX1,0.0,0
FBXO32,APEX1,0.0,0
ANKRD26,APEX1,0.0,0
FST,APEX1,0.0,0
PJA1,APEX1,0.0,0
TGFB2,APEX1,0.0,0
CCL7,APEX1,0.0,0
CCL13,APEX1,0.0,0
CCL8,APEX1,0.0,0
CASP9,APEX1,0.0,0
C1R,APEX1,0.0,0
CXCL1,APEX1,0.0,0
PTPN22,APEX1,0.0,0
AQP3,APEX1,0.0,0
RBM38,APEX1,0.0,0
INPP5K,APEX1,0.0,0
CD160,APEX1,0.0,0
CASP2,APEX1,0.0,0
NCL,APEX1,0.0,0
CH25H,APEX1,0.0,0
RALGDS,APEX1,0.0,0
CST3,APEX1,0.0,0
RORC,APEX1,0.0,0
CD9,APEX1,0.0,0
ENO2,APEX1,0.0,0
GABPA,APEX1,0.0,0
EED,APEX1,0.0,0
FASN,APEX1,0.0,0
IL12RB2,APEX1,0.0,0
AKR1C1,APEX1,0.0,0
IRS2,APEX1,0.0,0
CCR4,APEX1,0.0,0
F3,APEX1,0.0,0
GATA6,APEX1,0.0,0
TULP3,APEX1,0.0,0
C16orf54,APEX1,0.0,0
IGLL5,APEX1,0.0,0
IKZF3,APEX1,0.0,0
CLDN5,APEX1,0.0,0
TNFRSF18,APEX1,0.0,0
CD2,APEX1,0.0,0
MICB,APEX1,0.0,0
EGR1,APEX1,0.0,0
STK35,APEX1,0.0,0
WWTR1,APEX1,0.0,0
IGFBP2,APEX1,0.0,0
POLR2H,APEX1,0.0,0
ANK1,APEX1,0.0,0
GPR146,APEX1,0.0,0
AIM2,APEX1,0.0,0
ATG4C,APEX1,0.0,0
CREM,APEX1,0.0,0
DCLRE1C,APEX1,0.0,0
DDX50,APEX1,0.0,0
DIMT1,APEX1,0.0,0
GSTK1,APEX1,0.0,0
INO80,APEX1,0.0,0
KIF2A,APEX1,0.0,0
MAN1A1,APEX1,0.0,0
MED16,APEX1,0.0,0
MTMR9,APEX1,0.0,0
PPIP5K2,APEX1,0.0,0
PWP2,APEX1,0.0,0
SEMA4B,APEX1,0.0,0
SNRNP27,APEX1,0.0,0
UBR1,APEX1,0.0,0
ZC3HAV1,APEX1,0.0,0
ZNF181,APEX1,0.0,0
ZNF230,APEX1,0.0,0
ZNF302,APEX1,0.0,0
ZNF655,APEX1,0.0,0
PRR5L,APEX1,0.0,0
IL2,IRF4,0.057834394,0
IRF1,IRF4,0.059596285,0
CCND1,IRF4,0.0,0
PRF1,IRF4,0.0,0
IFNG,IRF4,0.0587576,0
KRAS,IRF4,0.0,0
FOS,IRF4,0.0,0
SMC3,IRF4,0.0,0
IRF8,IRF4,0.0,0
IRF2,IRF4,0.0,0
BCL2,IRF4,0.0,0
IFNB1,IRF4,0.058448505,0
CCL4,IRF4,0.0,0
SOCS3,IRF4,0.0,0
CD40,IRF4,0.0,0
TNF,IRF4,0.06033803,0
IL18,IRF4,0.0,0
OSM,IRF4,0.0,0
HSPA4,IRF4,0.0,0
APEX1,IRF4,0.0,0
HSP90AB1,IRF4,0.0,0
IL1B,IRF4,0.06111815,0
BLK,IRF4,0.0,0
STAT5A,IRF4,0.0,0
IL7R,IRF4,0.0,0
JUNB,IRF4,0.0,0
SLPI,IRF4,0.0,0
CDKN1C,IRF4,0.0,0
CAMK4,IRF4,0.0,0
LGALS3,IRF4,0.0,0
IL6,IRF4,0.059454877,0
STAT5B,IRF4,0.0,0
MAFB,IRF4,0.0,0
STAT3,IRF4,0.0,0
CD19,IRF4,0.0,0
MYC,IRF4,0.0,0
FCER1G,IRF4,0.0,0
CCL5,IRF4,0.0,0
FASLG,IRF4,0.0,0
MAPK8,IRF4,0.0,0
MYB,IRF4,0.0,0
BIRC3,IRF4,0.0,0
CD86,IRF4,0.0,0
CDKN2D,IRF4,0.0,0
SOCS1,IRF4,0.0,0
MMP9,IRF4,0.0,0
CDK4,IRF4,0.0,0
CDKN2A,IRF4,0.0,0
CEBPD,IRF4,0.0,0
SH2D1A,IRF4,0.0,0
IL10,IRF4,0.06176505,0
CDKN1B,IRF4,0.057687294,0
PIK3R1,IRF4,0.0,0
ACTB,IRF4,0.0,0
CCND2,IRF4,0.0,0
MSR1,IRF4,0.0,0
LCK,IRF4,0.0,0
ACAT1,IRF4,0.0,0
ACP5,IRF4,0.057793185,0
TNFSF11,IRF4,0.05768189,0
SHC1,IRF4,0.0,0
PPIG,IRF4,0.0,0
NCAM1,IRF4,0.0,0
CTNND1,IRF4,0.0,0
CBL,IRF4,0.0,0
CISH,IRF4,0.0,0
LYZ,IRF4,0.0,0
JUN,IRF4,0.0,0
IFI27,IRF4,0.0,0
PTPN2,IRF4,0.0,0
SPI1,IRF4,0.061299134,0
HBG1,IRF4,0.0,0
ECE1,IRF4,0.0,0
IRF7,IRF4,0.0,0
CCL2,IRF4,0.0,0
MMP7,IRF4,0.0,0
IFIT1,IRF4,0.0,0
OSGEP,IRF4,0.0,0
FCER2,IRF4,0.058692686,0
ID3,IRF4,0.0,0
NPTX1,IRF4,0.0,0
ACACA,IRF4,0.0,0
NF1,IRF4,0.0,0
ODC1,IRF4,0.0,0
CCNB1,IRF4,0.05714656,0
CXCL9,IRF4,0.059314463,0
CTSB,IRF4,0.0,0
CCL3,IRF4,0.057951443,0
RETNLB,IRF4,0.0,0
HBB,IRF4,0.0,0
ISG15,IRF4,0.0,0
S100A10,IRF4,0.0,0
DPAGT1,IRF4,0.0,0
CD68,IRF4,0.061646692,0
DLL1,IRF4,0.0,0
EBF1,IRF4,0.0,0
PAX5,IRF4,0.0,0
NQO1,IRF4,0.0,0
IFIT2,IRF4,0.0,0
GATA3,IRF4,0.0,0
GAS1,IRF4,0.0,0
SLC19A2,IRF4,0.0,0
EIF2AK2,IRF4,0.0,0
DMD,IRF4,0.0,0
DNASE1,IRF4,0.0,0
PRKCA,IRF4,0.0,0
MDM2,IRF4,0.0,0
FAS,IRF4,0.0,0
CA2,IRF4,0.0,0
IL2RA,IRF4,0.0,0
HDC,IRF4,0.0,0
PIM1,IRF4,0.0,0
SPP1,IRF4,0.0,0
CCND3,IRF4,0.0,0
TRH,IRF4,0.0,0
LAT,IRF4,0.0,0
CASP8,IRF4,0.0,0
ERAP1,IRF4,0.0,0
PLAUR,IRF4,0.0,0
CD8A,IRF4,0.0,0
TIMP1,IRF4,0.0,0
HHEX,IRF4,0.0,0
CSF2,IRF4,0.0,0
ABCC2,IRF4,0.0,0
IL1RN,IRF4,0.0,0
ABCB1,IRF4,0.0,0
SREBF1,IRF4,0.0,0
TNFSF10,IRF4,0.061572336,0
PIAS1,IRF4,0.0,0
IL12RB1,IRF4,0.0,0
CD79A,IRF4,0.0,0
MAP2K5,IRF4,0.0,0
TP53,IRF4,0.0,0
ITGA2B,IRF4,0.0,0
IGFBP3,IRF4,0.0,0
CSF1,IRF4,0.0,0
HSPA5,IRF4,0.0,0
HPS4,IRF4,0.0,0
FSD1,IRF4,0.0,0
HIF1A,IRF4,0.0,0
GSC,IRF4,0.0,0
IGBP1,IRF4,0.0,0
LITAF,IRF4,0.0,0
NEU1,IRF4,0.0,0
IL2RB,IRF4,0.0,0
RRAD,IRF4,0.0,0
PNP,IRF4,0.0,0
STAT4,IRF4,0.0,0
TBX21,IRF4,0.0,0
NCOA3,IRF4,0.0,0
ADA,IRF4,0.0,0
IER3,IRF4,0.0,0
APOE,IRF4,0.0,0
IL19,IRF4,0.0,0
CD3E,IRF4,0.0,0
CD69,IRF4,0.0,0
FGL2,IRF4,0.0,0
STMN1,IRF4,0.0,0
PROS1,IRF4,0.0,0
ACTA2,IRF4,0.0,0
ACO1,IRF4,0.0,0
IL18R1,IRF4,0.0,0
LEFTY1,IRF4,0.0,0
RUNX3,IRF4,0.058380015,0
GATA2,IRF4,0.0,0
CNR1,IRF4,0.0,0
CCL19,IRF4,0.0,0
FOXP3,IRF4,0.0,0
CXCL11,IRF4,0.0,0
LIG3,IRF4,0.0,0
POLD1,IRF4,0.0,0
IRF3,IRF4,0.059032656,0
HSD17B1,IRF4,0.0,0
GZMB,IRF4,0.0,0
CCL23,IRF4,0.0,0
CD74,IRF4,0.0,0
CDK6,IRF4,0.0,0
ANXA1,IRF4,0.0,0
TLR7,IRF4,0.0,0
IL27,IRF4,0.0,0
HES6,IRF4,0.0,0
PLEK,IRF4,0.0,0
CHRNA1,IRF4,0.0,0
CD46,IRF4,0.0,0
POLR2K,IRF4,0.0,0
CD38,IRF4,0.0,0
UCP2,IRF4,0.0,0
TNFSF14,IRF4,0.0,0
MDC1,IRF4,0.0,0
PFN1,IRF4,0.0,0
CDKN2C,IRF4,0.0,0
RGCC,IRF4,0.0,0
TNFSF13B,IRF4,0.0,0
HSPA8,IRF4,0.0,0
HSPA1A,IRF4,0.0,0
CITED2,IRF4,0.0,0
CD55,IRF4,0.0,0
ANGPT1,IRF4,0.0,0
MYH10,IRF4,0.0,0
HCFC1,IRF4,0.0,0
AURKA,IRF4,0.0,0
LGALS3BP,IRF4,0.0,0
TBK1,IRF4,0.0,0
FHL2,IRF4,0.0,0
MTF2,IRF4,0.0,0
ID2,IRF4,0.0,0
SLC39A4,IRF4,0.0,0
IL23A,IRF4,0.057695452,0
REL,IRF4,0.0,0
LCN2,IRF4,0.0,0
SLC22A17,IRF4,0.0,0
CXCL10,IRF4,0.0,0
CD200,IRF4,0.0,0
LPIN1,IRF4,0.0,0
CD6,IRF4,0.0,0
SOD2,IRF4,0.0,0
GFI1,IRF4,0.0,0
VCAM1,IRF4,0.0,0
S100A8,IRF4,0.0,0
DHX9,IRF4,0.0,0
SOCS2,IRF4,0.0,0
FANCF,IRF4,0.0,0
NFATC1,IRF4,0.0,0
PDGFD,IRF4,0.0,0
FAIM,IRF4,0.05848798,0
BBC3,IRF4,0.0,0
AATF,IRF4,0.0,0
NUCB2,IRF4,0.0,0
FLT3LG,IRF4,0.0,0
MLC1,IRF4,0.0,0
BIRC2,IRF4,0.0,0
FSCN1,IRF4,0.0,0
IFIT3,IRF4,0.061108023,0
IRS1,IRF4,0.0,0
NR3C1,IRF4,0.0,0
ALOX12,IRF4,0.0,0
EDN1,IRF4,0.0,0
RSAD2,IRF4,0.0,0
SNW1,IRF4,0.0,0
NFE2,IRF4,0.0,0
DUSP1,IRF4,0.0,0
LTB4R,IRF4,0.0,0
SKP2,IRF4,0.0,0
AKAP12,IRF4,0.0,0
TRIM22,IRF4,0.0,0
RHOH,IRF4,0.0,0
MYL9,IRF4,0.0,0
GNLY,IRF4,0.0,0
RBPJ,IRF4,0.0,0
DLD,IRF4,0.0,0
TOE1,IRF4,0.0,0
UBE2G1,IRF4,0.0,0
IFI30,IRF4,0.0,0
KIT,IRF4,0.0,0
APOBEC3G,IRF4,0.061030798,0
PF4,IRF4,0.0,0
SLC9A3R1,IRF4,0.0,0
SPG7,IRF4,0.0,0
PRKCQ,IRF4,0.0,0
SNCA,IRF4,0.0,0
BATF,IRF4,0.0,0
MAD1L1,IRF4,0.0,0
IL24,IRF4,0.0,0
TFRC,IRF4,0.0,0
CXCR4,IRF4,0.0,0
CTLA4,IRF4,0.0,0
QPCT,IRF4,0.0,0
IFITM3,IRF4,0.0,0
CD207,IRF4,0.0,0
TICAM1,IRF4,0.0,0
CAV1,IRF4,0.0,0
KPNA2,IRF4,0.0,0
FOXO1,IRF4,0.0,0
ICOS,IRF4,0.0,0
PMAIP1,IRF4,0.05947072,0
GADD45A,IRF4,0.0,0
C1QB,IRF4,0.0,0
GATA1,IRF4,0.0,0
MCF2L2,IRF4,0.0,0
HES1,IRF4,0.0,0
NFATC2,IRF4,0.0,0
IFNAR1,IRF4,0.0,0
PRKCH,IRF4,0.0,0
SMARCA2,IRF4,0.0,0
FKBP4,IRF4,0.06344179,0
DLK2,IRF4,0.0,0
CCL20,IRF4,0.0,0
RARA,IRF4,0.0,0
NT5E,IRF4,0.0,0
IDO1,IRF4,0.0,0
GLS,IRF4,0.0,0
IKZF1,IRF4,0.061430145,0
ASXL1,IRF4,0.0,0
KRT1,IRF4,0.0,0
RASD1,IRF4,0.0,0
TNFAIP6,IRF4,0.0,0
S100A4,IRF4,0.0,0
EHMT2,IRF4,0.0,0
MKI67,IRF4,0.0,0
S100A9,IRF4,0.0,0
CXCL2,IRF4,0.0,0
PDCD1,IRF4,0.0,0
MYL4,IRF4,0.0,0
SELL,IRF4,0.0,0
CXCR6,IRF4,0.0,0
SFMBT1,IRF4,0.0,0
CDK8,IRF4,0.0,0
SOD1,IRF4,0.0,0
MCAT,IRF4,0.0,0
PTTG1,IRF4,0.0,0
EZH2,IRF4,0.0,0
DAPK1,IRF4,0.0,0
ORMDL3,IRF4,0.0,0
NME1,IRF4,0.0,0
REST,IRF4,0.0,0
GADD45G,IRF4,0.0,0
OPTN,IRF4,0.0,0
RECK,IRF4,0.0,0
IRF9,IRF4,0.0,0
GADD45B,IRF4,0.0,0
EOMES,IRF4,0.0,0
TERF1,IRF4,0.0,0
MIF,IRF4,0.0,0
DPF3,IRF4,0.0,0
FTO,IRF4,0.0,0
S100A11,IRF4,0.0,0
LEF1,IRF4,0.0,0
CLU,IRF4,0.0,0
LAT2,IRF4,0.0,0
ZBTB20,IRF4,0.05613026,0
ARID5A,IRF4,0.0,0
BCL2L11,IRF4,0.0,0
PRKCE,IRF4,0.0,0
KLRK1,IRF4,0.0,0
HSD17B8,IRF4,0.0,0
PARK7,IRF4,0.0,0
GBP1,IRF4,0.0,0
FASTK,IRF4,0.0,0
CYBB,IRF4,0.0,0
IL4R,IRF4,0.0,0
MGMT,IRF4,0.0,0
MPG,IRF4,0.0,0
POLB,IRF4,0.0,0
PLAU,IRF4,0.0,0
SLC2A1,IRF4,0.0,0
LTA,IRF4,0.0,0
RANBP2,IRF4,0.0,0
BLMH,IRF4,0.0,0
GMPS,IRF4,0.0,0
ATF4,IRF4,0.0,0
ERAP2,IRF4,0.0,0
POLH,IRF4,0.0,0
PURA,IRF4,0.0,0
MS4A1,IRF4,0.0587852,0
SP100,IRF4,0.0,0
CD14,IRF4,0.0,0
THBD,IRF4,0.0,0
GP1BA,IRF4,0.0,0
ITGB2,IRF4,0.0,0
MAD2L1,IRF4,0.0,0
PIK3CD,IRF4,0.0,0
ITGA6,IRF4,0.0,0
APP,IRF4,0.0,0
CCR1,IRF4,0.0,0
CD22,IRF4,0.0,0
CD40LG,IRF4,0.0,0
CTSL,IRF4,0.0,0
HMOX1,IRF4,0.0,0
RCAN1,IRF4,0.0,0
CSRP1,IRF4,0.0,0
DDIT3,IRF4,0.0,0
F2R,IRF4,0.0,0
HSPB1,IRF4,0.0,0
S1PR1,IRF4,0.0,0
CYSLTR1,IRF4,0.0,0
SIDT1,IRF4,0.0,0
EIF5B,IRF4,0.0,0
IDE,IRF4,0.0,0
IL6ST,IRF4,0.0,0
MBD1,IRF4,0.0,0
PTGER4,IRF4,0.0,0
RNF149,IRF4,0.0,0
XBP1,IRF4,0.0,0
FOXJ1,IRF4,0.0,0
CHORDC1,IRF4,0.0,0
GLUL,IRF4,0.0,0
GRK5,IRF4,0.0,0
RGS16,IRF4,0.0,0
SSR3,IRF4,0.0,0
TXNRD3,IRF4,0.0,0
IFI6,IRF4,0.0,0
IFITM1,IRF4,0.0,0
ISG20,IRF4,0.0,0
GBP5,IRF4,0.0,0
ADAM10,IRF4,0.0,0
PIM2,IRF4,0.0,0
DNMT3A,IRF4,0.0,0
HBA2,IRF4,0.0,0
HSPA1B,IRF4,0.0,0
CASP3,IRF4,0.0,0
FBXO32,IRF4,0.0,0
ANKRD26,IRF4,0.0,0
FST,IRF4,0.0,0
PJA1,IRF4,0.0,0
TGFB2,IRF4,0.0,0
CCL7,IRF4,0.0,0
CCL13,IRF4,0.0,0
CCL8,IRF4,0.0,0
CASP9,IRF4,0.0,0
C1R,IRF4,0.0,0
CXCL1,IRF4,0.0,0
PTPN22,IRF4,0.0,0
AQP3,IRF4,0.0,0
RBM38,IRF4,0.0,0
INPP5K,IRF4,0.0,0
CD160,IRF4,0.0,0
CASP2,IRF4,0.0,0
NCL,IRF4,0.0,0
CH25H,IRF4,0.0,0
RALGDS,IRF4,0.0,0
CST3,IRF4,0.0,0
RORC,IRF4,0.0,0
CD9,IRF4,0.0,0
ENO2,IRF4,0.0,0
GABPA,IRF4,0.0,0
EED,IRF4,0.0,0
FASN,IRF4,0.0,0
IL12RB2,IRF4,0.0,0
AKR1C1,IRF4,0.0,0
IRS2,IRF4,0.0,0
CCR4,IRF4,0.0,0
F3,IRF4,0.0,0
GATA6,IRF4,0.0,0
TULP3,IRF4,0.0,0
C16orf54,IRF4,0.0,0
IGLL5,IRF4,0.0,0
IKZF3,IRF4,0.0,0
CLDN5,IRF4,0.0,0
TNFRSF18,IRF4,0.0,0
CD2,IRF4,0.0,0
MICB,IRF4,0.0,0
EGR1,IRF4,0.0,0
STK35,IRF4,0.0,0
WWTR1,IRF4,0.0,0
IGFBP2,IRF4,0.0,0
POLR2H,IRF4,0.0,0
ANK1,IRF4,0.0,0
GPR146,IRF4,0.0,0
AIM2,IRF4,0.0,0
ATG4C,IRF4,0.0,0
CREM,IRF4,0.0,0
DCLRE1C,IRF4,0.0,0
DDX50,IRF4,0.0,0
DIMT1,IRF4,0.0,0
GSTK1,IRF4,0.0,0
INO80,IRF4,0.0,0
KIF2A,IRF4,0.0,0
MAN1A1,IRF4,0.0,0
MED16,IRF4,0.0,0
MTMR9,IRF4,0.0,0
PPIP5K2,IRF4,0.0,0
PWP2,IRF4,0.0,0
SEMA4B,IRF4,0.0,0
SNRNP27,IRF4,0.0,0
UBR1,IRF4,0.0,0
ZC3HAV1,IRF4,0.0,0
ZNF181,IRF4,0.0,0
ZNF230,IRF4,0.0,0
ZNF302,IRF4,0.0,0
ZNF655,IRF4,0.0,0
PRR5L,IRF4,0.0,0
IL2,MYOD1,0.0,0
