target,tf,weight,iteration
PJA1,STAT3,-0.0,3
TGFB2,STAT3,0.0,3
CCL7,STAT3,0.0,3
CCL13,STAT3,0.0,3
CCL8,STAT3,-0.0042533865,3
CASP9,STAT3,0.0,3
C1R,STAT3,-0.0,3
CXCL1,STAT3,-0.0,3
PTPN22,STAT3,0.0,3
AQP3,STAT3,-0.0,3
RBM38,STAT3,0.0,3
INPP5K,STAT3,-0.0,3
CD160,STAT3,-0.0,3
CASP2,STAT3,0.0,3
NCL,STAT3,0.0,3
CH25H,STAT3,-0.0,3
RALGDS,STAT3,-0.00030054225,3
CST3,STAT3,-0.14174134,3
RORC,STAT3,0.000094604795,3
CD9,STAT3,-0.049635988,3
ENO2,STAT3,0.004674898,3
GABPA,STAT3,0.002191637,3
EED,STAT3,0.01193469,3
FASN,STAT3,-0.000088134984,3
IL12RB2,STAT3,0.0,3
AKR1C1,STAT3,-0.0,3
IRS2,STAT3,-0.0,3
CCR4,STAT3,-0.0,3
F3,STAT3,0.0,3
GATA6,STAT3,-0.0,3
TULP3,STAT3,-0.0,3
C16orf54,STAT3,-0.0,3
IGLL5,STAT3,-0.0,3
IKZF3,STAT3,-0.0,3
CLDN5,STAT3,0.0,3
TNFRSF18,STAT3,-0.0,3
CD2,STAT3,0.0,3
MICB,STAT3,-0.00040410768,3
EGR1,STAT3,-0.0011179436,3
STK35,STAT3,0.0004752509,3
WWTR1,STAT3,-0.000058391513,3
IGFBP2,STAT3,-0.00043884592,3
POLR2H,STAT3,0.007441544,3
ANK1,STAT3,-0.0,3
GPR146,STAT3,0.0,3
AIM2,STAT3,0.0,3
ATG4C,STAT3,-0.0,3
CREM,STAT3,0.0,3
DCLRE1C,STAT3,-0.0,3
DDX50,STAT3,-0.0,3
DIMT1,STAT3,0.0,3
GSTK1,STAT3,0.0,3
INO80,STAT3,-0.0,3
KIF2A,STAT3,0.0,3
MAN1A1,STAT3,0.0,3
MED16,STAT3,-0.0,3
MTMR9,STAT3,0.0,3
PPIP5K2,STAT3,-0.0,3
PWP2,STAT3,0.0,3
SEMA4B,STAT3,0.0,3
SNRNP27,STAT3,-0.0,3
UBR1,STAT3,-0.0,3
ZC3HAV1,STAT3,-0.0,3
ZNF181,STAT3,0.0,3
ZNF230,STAT3,-0.0,3
ZNF302,STAT3,0.0,3
ZNF655,STAT3,-0.0,3
PRR5L,STAT3,0.0,3
IL2,RUNX1,-0.00017866923,3
IRF1,RUNX1,0.0,3
CCND1,RUNX1,-0.0,3
PRF1,RUNX1,0.0,3
IFNG,RUNX1,-0.00020675482,3
KRAS,RUNX1,-0.0016372061,3
FOS,RUNX1,0.00764416,3
SMC3,RUNX1,-0.0,3
IRF8,RUNX1,0.0,3
IRF2,RUNX1,-0.0,3
BCL2,RUNX1,-0.0011340613,3
IFNB1,RUNX1,-0.0,3
CCL4,RUNX1,0.0,3
SOCS3,RUNX1,0.00023462599,3
CD40,RUNX1,-0.0,3
TNF,RUNX1,-0.0,3
IL18,RUNX1,0.0,3
OSM,RUNX1,-0.0,3
HSPA4,RUNX1,-0.0,3
APEX1,RUNX1,0.0,3
HSP90AB1,RUNX1,-0.0,3
IL1B,RUNX1,0.0,3
BLK,RUNX1,-0.00059941725,3
STAT5A,RUNX1,0.0,3
IL7R,RUNX1,-0.015313936,3
JUNB,RUNX1,-0.0,3
SLPI,RUNX1,0.0,3
CDKN1C,RUNX1,0.0012250826,3
CAMK4,RUNX1,-0.0,3
LGALS3,RUNX1,0.05116676,3
IL6,RUNX1,-0.0,3
STAT5B,RUNX1,0.0,3
MAFB,RUNX1,0.0,3
STAT3,RUNX1,-0.0,3
CD19,RUNX1,-0.0,3
MYC,RUNX1,-0.003927933,3
FCER1G,RUNX1,0.0,3
CCL5,RUNX1,-0.0,3
FASLG,RUNX1,-0.0,3
MAPK8,RUNX1,-0.0,3
MYB,RUNX1,0.0,3
BIRC3,RUNX1,-0.0,3
CD86,RUNX1,0.0,3
CDKN2D,RUNX1,-0.0,3
SOCS1,RUNX1,-0.0,3
MMP9,RUNX1,-0.0,3
CDK4,RUNX1,-0.0030648801,3
CDKN2A,RUNX1,0.0005835509,3
CEBPD,RUNX1,-0.0,3
SH2D1A,RUNX1,-0.0,3
IL10,RUNX1,0.0019493878,3
CDKN1B,RUNX1,-0.0013010065,3
PIK3R1,RUNX1,0.0,3
ACTB,RUNX1,-0.0,3
CCND2,RUNX1,-0.0011175849,3
MSR1,RUNX1,-0.0,3
LCK,RUNX1,0.0,3
ACAT1,RUNX1,0.0,3
ACP5,RUNX1,-0.0,3
TNFSF11,RUNX1,0.0,3
SHC1,RUNX1,-0.0,3
PPIG,RUNX1,0.0,3
NCAM1,RUNX1,-0.000110238216,3
CTNND1,RUNX1,-0.0,3
CBL,RUNX1,0.0,3
CISH,RUNX1,0.0,3
LYZ,RUNX1,0.082078114,3
JUN,RUNX1,0.001694766,3
IFI27,RUNX1,-0.0,3
PTPN2,RUNX1,-0.0,3
SPI1,RUNX1,0.0313123,3
HBG1,RUNX1,0.0,3
ECE1,RUNX1,-0.0,3
IRF7,RUNX1,-0.0,3
CCL2,RUNX1,0.0,3
MMP7,RUNX1,-0.0,3
IFIT1,RUNX1,-0.0,3
OSGEP,RUNX1,-0.0,3
FCER2,RUNX1,-0.0,3
ID3,RUNX1,0.0,3
NPTX1,RUNX1,0.0,3
ACACA,RUNX1,-0.0,3
NF1,RUNX1,0.0006084205,3
ODC1,RUNX1,-0.0,3
CCNB1,RUNX1,-0.0,3
CXCL9,RUNX1,0.0,3
CTSB,RUNX1,0.0,3
CCL3,RUNX1,0.001340205,3
RETNLB,RUNX1,-0.0,3
HBB,RUNX1,-0.0,3
ISG15,RUNX1,-0.0,3
S100A10,RUNX1,0.0,3
DPAGT1,RUNX1,-0.0,3
CD68,RUNX1,0.0,3
DLL1,RUNX1,0.0,3
EBF1,RUNX1,0.0,3
PAX5,RUNX1,0.0,3
NQO1,RUNX1,0.0,3
IFIT2,RUNX1,-0.0,3
GATA3,RUNX1,-0.0024027673,3
GAS1,RUNX1,-0.0,3
SLC19A2,RUNX1,-0.0,3
EIF2AK2,RUNX1,-0.0,3
DMD,RUNX1,0.0,3
DNASE1,RUNX1,-0.0,3
PRKCA,RUNX1,0.0,3
MDM2,RUNX1,0.0,3
FAS,RUNX1,-0.0,3
CA2,RUNX1,-0.0,3
IL2RA,RUNX1,-0.00042199498,3
HDC,RUNX1,-0.0,3
PIM1,RUNX1,0.0,3
SPP1,RUNX1,-0.00016441925,3
CCND3,RUNX1,-0.00007337514,3
TRH,RUNX1,0.0,3
LAT,RUNX1,-0.0,3
CASP8,RUNX1,-0.0,3
ERAP1,RUNX1,0.000800136,3
PLAUR,RUNX1,0.0,3
CD8A,RUNX1,-0.005199809,3
TIMP1,RUNX1,0.14396055,3
HHEX,RUNX1,-0.0002545224,3
CSF2,RUNX1,0.00014292476,3
ABCC2,RUNX1,-0.0,3
IL1RN,RUNX1,0.0,3
ABCB1,RUNX1,0.000061896244,3
SREBF1,RUNX1,0.0,3
TNFSF10,RUNX1,-0.0018975695,3
PIAS1,RUNX1,-0.0,3
IL12RB1,RUNX1,-0.0,3
CD79A,RUNX1,-0.008672536,3
MAP2K5,RUNX1,-0.0,3
TP53,RUNX1,-0.0008573534,3
ITGA2B,RUNX1,-0.00006385441,3
IGFBP3,RUNX1,-0.00012954928,3
CSF1,RUNX1,-0.00023261846,3
HSPA5,RUNX1,0.0,3
HPS4,RUNX1,-0.0,3
FSD1,RUNX1,0.0,3
HIF1A,RUNX1,-0.0,3
GSC,RUNX1,0.0,3
IGBP1,RUNX1,-0.0,3
LITAF,RUNX1,-0.004971378,3
NEU1,RUNX1,0.0,3
IL2RB,RUNX1,0.0,3
RRAD,RUNX1,0.0,3
PNP,RUNX1,0.0,3
STAT4,RUNX1,-0.0,3
TBX21,RUNX1,0.0,3
NCOA3,RUNX1,0.0,3
ADA,RUNX1,0.015004205,3
IER3,RUNX1,0.021071224,3
APOE,RUNX1,0.0,3
IL19,RUNX1,0.0009802816,3
CD3E,RUNX1,0.0,3
CD69,RUNX1,-0.005660514,3
FGL2,RUNX1,0.0,3
STMN1,RUNX1,0.0,3
PROS1,RUNX1,-0.0,3
ACTA2,RUNX1,-0.0,3
ACO1,RUNX1,-0.0,3
IL18R1,RUNX1,-0.0,3
LEFTY1,RUNX1,-0.0,3
RUNX3,RUNX1,0.00010602214,3
GATA2,RUNX1,0.0000018251922,3
CNR1,RUNX1,0.0,3
CCL19,RUNX1,0.0,3
FOXP3,RUNX1,-0.00021130501,3
CXCL11,RUNX1,0.0,3
LIG3,RUNX1,-0.0,3
POLD1,RUNX1,0.0,3
IRF3,RUNX1,0.0,3
HSD17B1,RUNX1,0.0,3
GZMB,RUNX1,-0.012780661,3
CCL23,RUNX1,0.0,3
CD74,RUNX1,0.0,3
CDK6,RUNX1,-0.0007305697,3
ANXA1,RUNX1,0.048073556,3
TLR7,RUNX1,0.0,3
IL27,RUNX1,0.0,3
HES6,RUNX1,-0.0,3
PLEK,RUNX1,0.010745371,3
CHRNA1,RUNX1,0.0,3
CD46,RUNX1,0.0,3
POLR2K,RUNX1,-0.0,3
CD38,RUNX1,-0.0,3
UCP2,RUNX1,0.0,3
TNFSF14,RUNX1,0.0,3
MDC1,RUNX1,-0.0,3
PFN1,RUNX1,0.0,3
CDKN2C,RUNX1,0.00030301494,3
RGCC,RUNX1,-0.01209154,3
TNFSF13B,RUNX1,-0.0,3
HSPA8,RUNX1,0.0,3
HSPA1A,RUNX1,-0.0,3
CITED2,RUNX1,0.0,3
CD55,RUNX1,0.0,3
ANGPT1,RUNX1,0.00011061098,3
MYH10,RUNX1,0.0002831099,3
HCFC1,RUNX1,0.0,3
AURKA,RUNX1,0.0,3
LGALS3BP,RUNX1,-0.0,3
TBK1,RUNX1,0.0,3
FHL2,RUNX1,-0.00006973725,3
MTF2,RUNX1,-0.0,3
ID2,RUNX1,-0.0,3
SLC39A4,RUNX1,0.0,3
IL23A,RUNX1,-0.0,3
REL,RUNX1,0.0,3
LCN2,RUNX1,-0.0,3
SLC22A17,RUNX1,-0.0004055787,3
CXCL10,RUNX1,0.0,3
CD200,RUNX1,0.0,3
LPIN1,RUNX1,-0.0,3
CD6,RUNX1,-0.0081242295,3
SOD2,RUNX1,0.0,3
GFI1,RUNX1,-0.00084385247,3
VCAM1,RUNX1,0.0,3
S100A8,RUNX1,-0.0,3
DHX9,RUNX1,-0.0,3
SOCS2,RUNX1,-0.0,3
FANCF,RUNX1,-0.0,3
NFATC1,RUNX1,-0.0,3
PDGFD,RUNX1,0.0,3
FAIM,RUNX1,-0.0,3
BBC3,RUNX1,-0.0,3
AATF,RUNX1,0.0,3
NUCB2,RUNX1,-0.0022102362,3
FLT3LG,RUNX1,0.0,3
MLC1,RUNX1,0.0,3
BIRC2,RUNX1,0.0,3
FSCN1,RUNX1,-0.0,3
IFIT3,RUNX1,-0.0,3
IRS1,RUNX1,-0.0,3
NR3C1,RUNX1,0.0,3
ALOX12,RUNX1,-1.8419082e-31,3
EDN1,RUNX1,-0.0,3
RSAD2,RUNX1,-0.0,3
SNW1,RUNX1,0.0,3
NFE2,RUNX1,-0.000046200566,3
DUSP1,RUNX1,-0.0,3
LTB4R,RUNX1,-0.00046331662,3
SKP2,RUNX1,0.0,3
AKAP12,RUNX1,-0.0,3
TRIM22,RUNX1,0.0,3
RHOH,RUNX1,-0.0,3
MYL9,RUNX1,-0.00037402034,3
GNLY,RUNX1,0.0,3
RBPJ,RUNX1,-0.0,3
DLD,RUNX1,-0.0,3
TOE1,RUNX1,-0.0,3
UBE2G1,RUNX1,-0.0,3
IFI30,RUNX1,0.0,3
KIT,RUNX1,-0.00006115509,3
APOBEC3G,RUNX1,0.0,3
PF4,RUNX1,-0.00090076425,3
SLC9A3R1,RUNX1,-0.00029316737,3
SPG7,RUNX1,-0.0,3
PRKCQ,RUNX1,0.00033968617,3
SNCA,RUNX1,0.0,3
BATF,RUNX1,0.0,3
MAD1L1,RUNX1,-0.0,3
IL24,RUNX1,0.0,3
TFRC,RUNX1,0.0,3
CXCR4,RUNX1,0.0,3
CTLA4,RUNX1,-0.0005386929,3
QPCT,RUNX1,-0.0,3
IFITM3,RUNX1,-0.0,3
CD207,RUNX1,-0.0,3
TICAM1,RUNX1,-0.0,3
CAV1,RUNX1,0.0,3
KPNA2,RUNX1,0.0,3
FOXO1,RUNX1,-0.0,3
ICOS,RUNX1,-0.0,3
PMAIP1,RUNX1,0.0,3
GADD45A,RUNX1,0.00017064327,3
C1QB,RUNX1,-0.0,3
GATA1,RUNX1,-0.00010563372,3
MCF2L2,RUNX1,0.000059751088,3
HES1,RUNX1,0.0006437573,3
NFATC2,RUNX1,0.0,3
IFNAR1,RUNX1,-0.0,3
PRKCH,RUNX1,-0.0,3
SMARCA2,RUNX1,-0.0,3
FKBP4,RUNX1,0.0,3
DLK2,RUNX1,-0.0,3
CCL20,RUNX1,-0.0,3
RARA,RUNX1,-0.0,3
NT5E,RUNX1,0.0,3
IDO1,RUNX1,-0.0,3
GLS,RUNX1,0.0,3
IKZF1,RUNX1,0.0,3
ASXL1,RUNX1,-0.0,3
KRT1,RUNX1,-0.0003205447,3
RASD1,RUNX1,-0.0,3
TNFAIP6,RUNX1,0.0031254918,3
S100A4,RUNX1,0.0,3
EHMT2,RUNX1,0.0,3
MKI67,RUNX1,-0.0,3
S100A9,RUNX1,0.0,3
CXCL2,RUNX1,0.0,3
PDCD1,RUNX1,-0.0,3
MYL4,RUNX1,-0.0,3
SELL,RUNX1,0.0,3
CXCR6,RUNX1,0.0,3
SFMBT1,RUNX1,0.0,3
CDK8,RUNX1,0.0,3
SOD1,RUNX1,0.0,3
MCAT,RUNX1,-0.0,3
PTTG1,RUNX1,-0.0,3
EZH2,RUNX1,0.0,3
DAPK1,RUNX1,-0.0,3
ORMDL3,RUNX1,0.0,3
NME1,RUNX1,-0.0,3
REST,RUNX1,-0.0,3
GADD45G,RUNX1,-0.0,3
OPTN,RUNX1,-0.0,3
RECK,RUNX1,-0.0,3
IRF9,RUNX1,-0.0,3
GADD45B,RUNX1,0.0,3
EOMES,RUNX1,-0.0,3
TERF1,RUNX1,-0.0,3
MIF,RUNX1,-0.0,3
DPF3,RUNX1,-0.0,3
FTO,RUNX1,0.0,3
S100A11,RUNX1,-0.0,3
LEF1,RUNX1,-0.0,3
CLU,RUNX1,0.0,3
LAT2,RUNX1,0.0020057803,3
ZBTB20,RUNX1,0.0,3
ARID5A,RUNX1,0.0,3
BCL2L11,RUNX1,0.0,3
PRKCE,RUNX1,0.0,3
KLRK1,RUNX1,-0.0,3
HSD17B8,RUNX1,0.0,3
PARK7,RUNX1,0.0,3
GBP1,RUNX1,-0.0,3
FASTK,RUNX1,0.0,3
CYBB,RUNX1,-0.0,3
IL4R,RUNX1,0.0,3
MGMT,RUNX1,0.0,3
MPG,RUNX1,-0.0,3
POLB,RUNX1,0.0,3
PLAU,RUNX1,0.0,3
SLC2A1,RUNX1,0.0,3
LTA,RUNX1,0.0,3
RANBP2,RUNX1,0.0,3
BLMH,RUNX1,-0.0,3
GMPS,RUNX1,0.0,3
ATF4,RUNX1,0.0,3
ERAP2,RUNX1,-0.0,3
POLH,RUNX1,0.0,3
PURA,RUNX1,0.0,3
MS4A1,RUNX1,0.0,3
SP100,RUNX1,0.0,3
CD14,RUNX1,-0.0,3
THBD,RUNX1,0.0,3
GP1BA,RUNX1,0.000074962605,3
ITGB2,RUNX1,0.0030522188,3
MAD2L1,RUNX1,-0.0012860027,3
PIK3CD,RUNX1,-0.0012742457,3
ITGA6,RUNX1,-0.0,3
APP,RUNX1,-0.0,3
CCR1,RUNX1,-0.0,3
CD22,RUNX1,0.0,3
CD40LG,RUNX1,0.0,3
CTSL,RUNX1,0.0,3
HMOX1,RUNX1,0.0,3
RCAN1,RUNX1,-0.0,3
CSRP1,RUNX1,0.0,3
DDIT3,RUNX1,0.0,3
F2R,RUNX1,0.0,3
HSPB1,RUNX1,-0.0,3
S1PR1,RUNX1,-0.0,3
CYSLTR1,RUNX1,0.0,3
SIDT1,RUNX1,-0.0,3
EIF5B,RUNX1,0.0,3
IDE,RUNX1,-0.0,3
IL6ST,RUNX1,0.0,3
MBD1,RUNX1,-0.0,3
PTGER4,RUNX1,0.0,3
RNF149,RUNX1,0.0,3
XBP1,RUNX1,-0.0,3
FOXJ1,RUNX1,-0.0,3
CHORDC1,RUNX1,0.0,3
GLUL,RUNX1,-0.0,3
GRK5,RUNX1,-0.0,3
RGS16,RUNX1,0.0,3
SSR3,RUNX1,-0.0,3
TXNRD3,RUNX1,-0.0,3
IFI6,RUNX1,-0.0,3
IFITM1,RUNX1,-0.0,3
ISG20,RUNX1,-0.0,3
GBP5,RUNX1,-0.0,3
ADAM10,RUNX1,0.0,3
PIM2,RUNX1,0.0,3
DNMT3A,RUNX1,0.0,3
HBA2,RUNX1,-0.0,3
HSPA1B,RUNX1,0.0,3
CASP3,RUNX1,0.0,3
FBXO32,RUNX1,-0.0,3
ANKRD26,RUNX1,-0.00046719436,3
FST,RUNX1,-0.0,3
PJA1,RUNX1,-0.0,3
TGFB2,RUNX1,0.0,3
CCL7,RUNX1,-0.0,3
CCL13,RUNX1,0.0,3
CCL8,RUNX1,-0.0,3
CASP9,RUNX1,0.0,3
C1R,RUNX1,-0.0,3
CXCL1,RUNX1,-0.0,3
PTPN22,RUNX1,-0.0,3
AQP3,RUNX1,-0.0,3
RBM38,RUNX1,-0.0,3
INPP5K,RUNX1,0.0,3
CD160,RUNX1,-0.00039752113,3
CASP2,RUNX1,-0.0,3
NCL,RUNX1,0.0,3
CH25H,RUNX1,0.0,3
RALGDS,RUNX1,0.0,3
CST3,RUNX1,-0.0,3
RORC,RUNX1,-0.0,3
CD9,RUNX1,0.0,3
ENO2,RUNX1,0.0,3
GABPA,RUNX1,0.0,3
EED,RUNX1,0.0,3
FASN,RUNX1,-0.0,3
IL12RB2,RUNX1,-0.0,3
AKR1C1,RUNX1,-0.0,3
IRS2,RUNX1,0.0,3
CCR4,RUNX1,0.0,3
F3,RUNX1,0.0,3
GATA6,RUNX1,0.0,3
TULP3,RUNX1,-0.0,3
C16orf54,RUNX1,-0.00097184005,3
IGLL5,RUNX1,-0.0016888526,3
IKZF3,RUNX1,-0.00061711326,3
CLDN5,RUNX1,0.00001434413,3
TNFRSF18,RUNX1,-0.0047865952,3
CD2,RUNX1,-0.019519646,3
MICB,RUNX1,-0.0,3
EGR1,RUNX1,0.0,3
STK35,RUNX1,0.0,3
WWTR1,RUNX1,-0.0,3
IGFBP2,RUNX1,0.0,3
POLR2H,RUNX1,0.0,3
ANK1,RUNX1,-0.0,3
GPR146,RUNX1,-0.0,3
AIM2,RUNX1,0.0,3
ATG4C,RUNX1,-0.0,3
CREM,RUNX1,0.0,3
DCLRE1C,RUNX1,0.0,3
DDX50,RUNX1,0.0,3
DIMT1,RUNX1,-0.0,3
GSTK1,RUNX1,0.0,3
INO80,RUNX1,0.0,3
KIF2A,RUNX1,-0.0,3
MAN1A1,RUNX1,0.0,3
MED16,RUNX1,-0.0,3
MTMR9,RUNX1,-0.0,3
PPIP5K2,RUNX1,0.0,3
PWP2,RUNX1,0.0,3
SEMA4B,RUNX1,0.0,3
SNRNP27,RUNX1,0.0,3
UBR1,RUNX1,-0.0,3
ZC3HAV1,RUNX1,0.0,3
ZNF181,RUNX1,-0.0,3
ZNF230,RUNX1,0.0,3
ZNF302,RUNX1,-0.0,3
ZNF655,RUNX1,-0.0,3
PRR5L,RUNX1,-0.0011091896,3
IL2,GTF2I,-0.0,3
IRF1,GTF2I,0.0,3
CCND1,GTF2I,-0.00027515183,3
PRF1,GTF2I,0.0,3
IFNG,GTF2I,-0.0,3
KRAS,GTF2I,0.0,3
FOS,GTF2I,0.003292666,3
SMC3,GTF2I,0.0,3
IRF8,GTF2I,-0.0,3
IRF2,GTF2I,0.0,3
BCL2,GTF2I,-0.0,3
IFNB1,GTF2I,0.0,3
CCL4,GTF2I,-0.0,3
SOCS3,GTF2I,-0.0,3
CD40,GTF2I,-0.0,3
TNF,GTF2I,0.0,3
IL18,GTF2I,0.0,3
OSM,GTF2I,-0.0,3
HSPA4,GTF2I,0.0,3
APEX1,GTF2I,-0.0,3
HSP90AB1,GTF2I,-0.0,3
IL1B,GTF2I,0.0,3
BLK,GTF2I,-0.0,3
STAT5A,GTF2I,-0.0,3
IL7R,GTF2I,0.0,3
JUNB,GTF2I,-0.0,3
SLPI,GTF2I,0.0,3
CDKN1C,GTF2I,-0.0,3
CAMK4,GTF2I,0.0,3
LGALS3,GTF2I,0.0,3
IL6,GTF2I,-0.0,3
STAT5B,GTF2I,0.0,3
MAFB,GTF2I,-0.0,3
STAT3,GTF2I,0.0,3
CD19,GTF2I,0.0,3
MYC,GTF2I,0.0,3
FCER1G,GTF2I,-0.0,3
CCL5,GTF2I,0.0,3
FASLG,GTF2I,0.0,3
MAPK8,GTF2I,0.0,3
MYB,GTF2I,-0.0,3
BIRC3,GTF2I,-0.0,3
CD86,GTF2I,-0.0,3
CDKN2D,GTF2I,0.0,3
SOCS1,GTF2I,0.0,3
MMP9,GTF2I,-0.0,3
CDK4,GTF2I,0.0,3
CDKN2A,GTF2I,0.0,3
CEBPD,GTF2I,0.0,3
SH2D1A,GTF2I,0.0,3
IL10,GTF2I,0.0,3
CDKN1B,GTF2I,0.0,3
PIK3R1,GTF2I,-0.0,3
ACTB,GTF2I,0.0,3
CCND2,GTF2I,-0.00047215787,3
MSR1,GTF2I,0.0,3
LCK,GTF2I,-0.0,3
ACAT1,GTF2I,0.0,3
ACP5,GTF2I,0.0,3
TNFSF11,GTF2I,0.0,3
SHC1,GTF2I,0.0,3
PPIG,GTF2I,-0.0,3
NCAM1,GTF2I,0.0,3
CTNND1,GTF2I,-0.0,3
CBL,GTF2I,-0.0,3
CISH,GTF2I,0.001082192,3
LYZ,GTF2I,0.0,3
JUN,GTF2I,0.0,3
IFI27,GTF2I,-0.0,3
PTPN2,GTF2I,-0.0,3
SPI1,GTF2I,0.0,3
HBG1,GTF2I,-0.0,3
ECE1,GTF2I,0.0,3
IRF7,GTF2I,0.0,3
CCL2,GTF2I,-0.0,3
MMP7,GTF2I,-0.0,3
IFIT1,GTF2I,-0.0,3
OSGEP,GTF2I,-0.0,3
FCER2,GTF2I,-0.0,3
ID3,GTF2I,-0.0,3
NPTX1,GTF2I,0.0,3
ACACA,GTF2I,-0.0,3
NF1,GTF2I,-0.0,3
ODC1,GTF2I,-0.0,3
CCNB1,GTF2I,-0.0,3
CXCL9,GTF2I,0.0,3
CTSB,GTF2I,-0.0,3
CCL3,GTF2I,-0.0,3
RETNLB,GTF2I,-0.0,3
HBB,GTF2I,-0.008919237,3
ISG15,GTF2I,0.0,3
S100A10,GTF2I,0.0,3
DPAGT1,GTF2I,0.0,3
CD68,GTF2I,-0.0,3
DLL1,GTF2I,0.0,3
EBF1,GTF2I,-0.0,3
PAX5,GTF2I,0.0,3
NQO1,GTF2I,-0.0,3
IFIT2,GTF2I,-0.0,3
GATA3,GTF2I,0.0,3
GAS1,GTF2I,0.0,3
SLC19A2,GTF2I,0.0,3
EIF2AK2,GTF2I,-0.0,3
DMD,GTF2I,0.0,3
DNASE1,GTF2I,0.0,3
PRKCA,GTF2I,0.0,3
MDM2,GTF2I,0.0,3
FAS,GTF2I,0.0,3
CA2,GTF2I,-0.0,3
IL2RA,GTF2I,0.0,3
HDC,GTF2I,0.0,3
PIM1,GTF2I,-0.0,3
SPP1,GTF2I,-0.0,3
CCND3,GTF2I,-0.0019304293,3
TRH,GTF2I,0.0,3
LAT,GTF2I,-0.0,3
CASP8,GTF2I,-0.0,3
ERAP1,GTF2I,-0.0,3
PLAUR,GTF2I,0.0,3
CD8A,GTF2I,0.0,3
TIMP1,GTF2I,-0.0,3
HHEX,GTF2I,0.0,3
CSF2,GTF2I,0.0,3
ABCC2,GTF2I,-0.0,3
IL1RN,GTF2I,-0.0,3
ABCB1,GTF2I,-0.0,3
SREBF1,GTF2I,-0.0,3
TNFSF10,GTF2I,0.0,3
PIAS1,GTF2I,-0.0,3
IL12RB1,GTF2I,-0.0,3
CD79A,GTF2I,-0.0,3
MAP2K5,GTF2I,0.0,3
TP53,GTF2I,0.0,3
ITGA2B,GTF2I,-0.0,3
IGFBP3,GTF2I,0.0,3
CSF1,GTF2I,0.0,3
HSPA5,GTF2I,-0.038541794,3
HPS4,GTF2I,-0.0012174909,3
FSD1,GTF2I,-0.0,3
HIF1A,GTF2I,-0.0,3
GSC,GTF2I,-4.5965168e-29,3
IGBP1,GTF2I,-0.0,3
LITAF,GTF2I,-0.0,3
NEU1,GTF2I,-0.0,3
IL2RB,GTF2I,0.0,3
RRAD,GTF2I,-0.0,3
PNP,GTF2I,-0.0,3
STAT4,GTF2I,-0.0,3
TBX21,GTF2I,0.0,3
NCOA3,GTF2I,0.0,3
ADA,GTF2I,0.0,3
IER3,GTF2I,0.0,3
APOE,GTF2I,0.0,3
IL19,GTF2I,0.0,3
CD3E,GTF2I,-0.0,3
CD69,GTF2I,0.0,3
FGL2,GTF2I,-0.0,3
STMN1,GTF2I,-0.0,3
PROS1,GTF2I,0.0,3
ACTA2,GTF2I,-0.0,3
ACO1,GTF2I,0.0,3
IL18R1,GTF2I,-0.0,3
LEFTY1,GTF2I,-0.0,3
RUNX3,GTF2I,0.0,3
GATA2,GTF2I,0.0,3
CNR1,GTF2I,0.0,3
CCL19,GTF2I,-0.0,3
FOXP3,GTF2I,-0.0,3
CXCL11,GTF2I,-0.0,3
LIG3,GTF2I,0.0,3
POLD1,GTF2I,-0.0,3
IRF3,GTF2I,-0.0,3
HSD17B1,GTF2I,0.0,3
GZMB,GTF2I,-0.0,3
CCL23,GTF2I,-0.0,3
CD74,GTF2I,0.0,3
CDK6,GTF2I,-0.0,3
ANXA1,GTF2I,0.0,3
TLR7,GTF2I,0.0,3
IL27,GTF2I,0.0,3
HES6,GTF2I,-0.0,3
PLEK,GTF2I,0.0,3
CHRNA1,GTF2I,0.0,3
CD46,GTF2I,-0.0,3
POLR2K,GTF2I,0.0,3
CD38,GTF2I,-0.0,3
UCP2,GTF2I,0.0,3
TNFSF14,GTF2I,-0.0,3
MDC1,GTF2I,0.0,3
PFN1,GTF2I,0.0,3
CDKN2C,GTF2I,0.0,3
RGCC,GTF2I,-0.0,3
TNFSF13B,GTF2I,-0.0,3
HSPA8,GTF2I,0.0,3
HSPA1A,GTF2I,0.0,3
CITED2,GTF2I,-0.0,3
CD55,GTF2I,-0.0,3
ANGPT1,GTF2I,0.0,3
MYH10,GTF2I,0.0,3
HCFC1,GTF2I,0.0,3
AURKA,GTF2I,0.0,3
LGALS3BP,GTF2I,-0.0,3
TBK1,GTF2I,-0.0,3
FHL2,GTF2I,-0.0,3
MTF2,GTF2I,-0.0,3
ID2,GTF2I,-0.0,3
SLC39A4,GTF2I,0.0,3
IL23A,GTF2I,0.0,3
REL,GTF2I,-0.0,3
LCN2,GTF2I,0.0,3
SLC22A17,GTF2I,0.0,3
CXCL10,GTF2I,-0.0,3
CD200,GTF2I,0.0,3
LPIN1,GTF2I,0.0,3
CD6,GTF2I,0.0,3
SOD2,GTF2I,0.0,3
GFI1,GTF2I,0.0,3
VCAM1,GTF2I,0.0,3
S100A8,GTF2I,0.0,3
DHX9,GTF2I,0.0,3
SOCS2,GTF2I,-0.0,3
FANCF,GTF2I,-0.0,3
NFATC1,GTF2I,-0.0,3
PDGFD,GTF2I,0.0,3
FAIM,GTF2I,0.0,3
BBC3,GTF2I,-0.0,3
AATF,GTF2I,0.0,3
NUCB2,GTF2I,-0.0,3
FLT3LG,GTF2I,0.0,3
MLC1,GTF2I,0.0,3
